era5_latitude,era5_longitude,climate_annual_temperature_c,climate_m01_temperature_c,climate_m02_temperature_c,climate_m03_temperature_c,climate_m04_temperature_c,climate_m05_temperature_c,climate_m06_temperature_c,climate_m07_temperature_c,climate_m08_temperature_c,climate_m09_temperature_c,climate_m10_temperature_c,climate_m11_temperature_c,climate_m12_temperature_c,climate_annual_relative_humidity_pct,climate_m01_relative_humidity_pct,climate_m02_relative_humidity_pct,climate_m03_relative_humidity_pct,climate_m04_relative_humidity_pct,climate_m05_relative_humidity_pct,climate_m06_relative_humidity_pct,climate_m07_relative_humidity_pct,climate_m08_relative_humidity_pct,climate_m09_relative_humidity_pct,climate_m10_relative_humidity_pct,climate_m11_relative_humidity_pct,climate_m12_relative_humidity_pct,climate_annual_total_precipitation_mm,climate_total_total_precipitation_mm,climate_m01_total_precipitation_mm,climate_m01_total_total_precipitation_mm,climate_m02_total_precipitation_mm,climate_m02_total_total_precipitation_mm,climate_m03_total_precipitation_mm,climate_m03_total_total_precipitation_mm,climate_m04_total_precipitation_mm,climate_m04_total_total_precipitation_mm,climate_m05_total_precipitation_mm,climate_m05_total_total_precipitation_mm,climate_m06_total_precipitation_mm,climate_m06_total_total_precipitation_mm,climate_m07_total_precipitation_mm,climate_m07_total_total_precipitation_mm,climate_m08_total_precipitation_mm,climate_m08_total_total_precipitation_mm,climate_m09_total_precipitation_mm,climate_m09_total_total_precipitation_mm,climate_m10_total_precipitation_mm,climate_m10_total_total_precipitation_mm,climate_m11_total_precipitation_mm,climate_m11_total_total_precipitation_mm,climate_m12_total_precipitation_mm,climate_m12_total_total_precipitation_mm,climate_annual_snowfall_mm,climate_total_snowfall_mm,climate_m01_snowfall_mm,climate_m01_total_snowfall_mm,climate_m02_snowfall_mm,climate_m02_total_snowfall_mm,climate_m03_snowfall_mm,climate_m03_total_snowfall_mm,climate_m04_snowfall_mm,climate_m04_total_snowfall_mm,climate_m05_snowfall_mm,climate_m05_total_snowfall_mm,climate_m06_snowfall_mm,climate_m06_total_snowfall_mm,climate_m07_snowfall_mm,climate_m07_total_snowfall_mm,climate_m08_snowfall_mm,climate_m08_total_snowfall_mm,climate_m09_snowfall_mm,climate_m09_total_snowfall_mm,climate_m10_snowfall_mm,climate_m10_total_snowfall_mm,climate_m11_snowfall_mm,climate_m11_total_snowfall_mm,climate_m12_snowfall_mm,climate_m12_total_snowfall_mm,climate_annual_cloud_cover_pct,climate_m01_cloud_cover_pct,climate_m02_cloud_cover_pct,climate_m03_cloud_cover_pct,climate_m04_cloud_cover_pct,climate_m05_cloud_cover_pct,climate_m06_cloud_cover_pct,climate_m07_cloud_cover_pct,climate_m08_cloud_cover_pct,climate_m09_cloud_cover_pct,climate_m10_cloud_cover_pct,climate_m11_cloud_cover_pct,climate_m12_cloud_cover_pct,era5_lat_idx,era5_lon_idx
30.75,-96.0,20.2764,10.4044,12.5517,16.2728,20.015,24.1956,27.5632,29.0446,29.2461,26.322,21.0599,15.2672,11.3741,67.114,68.3041,69.0444,67.6294,67.2877,69.0126,68.8982,64.7277,62.0973,64.035,65.6195,68.7377,69.9744,3.0367,36.4404,3.0258,90.7745,2.943,88.2912,3.1595,94.7838,3.4485,103.4565,3.7165,111.4941,3.157,94.7094,2.0437,61.3117,2.3125,69.376,2.7589,82.7675,3.4115,102.3464,3.1656,94.9688,3.2977,98.9323,0.0028,0.0338,0.0084,0.2527,0.019,0.5698,0.0004,0.0124,0.0041,0.1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0018,0.0529,51.4228,56.4119,59.7823,57.9193,54.3224,56.4392,48.9292,47.8285,45.6744,42.7928,40.8032,49.3615,56.8093,75,116
31.5,-99.25,19.3037,8.5645,10.9636,15.1474,19.4408,23.628,27.6182,29.3342,29.1186,25.2341,19.8348,13.5743,9.1864,55.839,56.8865,54.4416,53.2124,52.6549,59.4536,57.0928,51.604,51.391,57.1299,57.8965,59.715,58.5893,1.923,23.0763,1.3577,40.7305,1.6278,48.8338,2.18,65.3992,2.2118,66.3528,3.1879,95.6364,2.1791,65.3725,1.3117,39.3505,1.2516,37.5481,2.0112,60.3371,2.4991,74.9741,1.7069,51.2075,1.5516,46.5479,0.0145,0.1735,0.0551,1.6522,0.0503,1.5078,0.0008,0.0248,0.0125,0.3738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0135,0.4053,0.0413,1.2393,42.9646,45.4951,48.8766,48.9275,43.5847,49.4432,40.6323,37.3805,38.7388,38.0348,36.0563,41.9849,46.4208,72,103
31.75,-97.0,19.8227,9.1828,11.3944,15.3517,19.4624,23.7492,27.7525,29.7043,29.8553,26.2675,20.5412,14.4733,10.1373,62.6741,63.9803,64.0827,63.4044,63.2934,67.2368,64.8458,58.396,55.694,59.5681,61.8402,64.5513,65.1962,2.6475,31.7699,2.424,72.7196,2.691,80.7295,3.1014,93.0414,3.184,95.5191,3.7429,112.2875,2.6245,78.7354,1.3264,39.7911,1.6967,50.9014,2.0342,61.0256,3.5154,105.4611,2.5802,77.4059,2.8493,85.4797,0.0082,0.0982,0.0206,0.617,0.0563,1.6885,0.0026,0.0768,0.0068,0.2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0868,0.0091,0.2732,47.4998,51.5491,54.9146,54.1006,50.3055,55.367,45.6165,41.4874,39.8317,39.2408,39.5981,46.4891,51.4974,71,112
29.25,-95.25,21.2501,12.8301,14.7106,17.7705,21.0196,24.6521,27.4755,28.2744,28.2457,26.3302,22.276,17.4425,13.9744,76.0543,74.0746,75.5071,75.0169,75.2864,77.1864,77.7059,78.0723,77.601,76.9314,75.1173,74.7673,75.3848,3.3577,40.2923,3.2597,97.7898,2.8326,84.9791,2.8589,85.7677,3.1301,93.9026,2.9119,87.3566,3.7135,111.4044,3.2228,96.6835,3.4028,102.0832,4.4579,133.7376,3.673,110.1894,3.5485,106.4539,3.2807,98.4221,0.0016,0.0187,0.0038,0.1125,0.0011,0.0343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.4134,52.4022,58.8207,61.4652,57.3714,54.2372,51.7277,47.72,50.6114,50.9927,47.4985,40.1452,49.5892,58.6475,81,119
26.0,-97.75,23.8787,16.4653,18.5793,21.2615,24.2883,27.1031,29.1496,29.6142,29.7317,27.6514,24.7326,20.5882,17.3791,70.8671,71.0093,70.887,69.4237,69.6654,71.364,70.6777,69.7245,69.3562,74.1733,71.7783,71.1569,71.1889,1.7865,21.4378,1.1055,33.165,1.0262,30.7856,1.3077,39.2323,1.5934,47.802,1.6768,50.3044,2.0813,62.439,2.2729,68.1858,1.8204,54.6112,3.676,110.2791,2.2678,68.0351,1.4228,42.6836,1.1871,35.6121,0.0012,0.0144,0.0,0.001,0.0011,0.0324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.3996,50.8611,58.6178,57.0588,55.7921,54.963,50.4549,43.6246,44.3036,45.3048,51.6243,42.7136,48.6691,57.2071,94,109
32.75,-94.75,18.7843,8.1659,10.3757,14.5267,18.683,23.0137,26.8365,28.6273,28.5344,25.0372,19.2036,13.2778,9.1298,67.3145,68.5385,67.7724,65.4216,65.2025,69.0391,69.3705,65.5034,63.7089,65.7359,67.0087,69.3562,71.1163,3.2781,39.3377,3.0839,92.5179,3.7296,111.887,3.8201,114.604,4.0143,120.43,3.9321,117.9619,3.2057,96.1704,2.2062,66.1869,2.1837,65.5117,2.9303,87.9078,3.377,101.3107,3.3278,99.8344,3.527,105.8092,0.0154,0.1853,0.0569,1.7061,0.0945,2.8358,0.0189,0.5679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0725,0.0125,0.3762,49.8557,55.0191,58.191,56.5295,51.8065,55.5589,48.2444,45.0308,42.7155,39.8223,40.7421,49.1647,55.4441,67,121
32.25,-97.0,19.2646,8.4154,10.7011,14.7526,18.9109,23.2486,27.343,29.4212,29.4964,25.7391,19.9303,13.8266,9.3896,62.5913,63.8491,63.6197,62.645,62.7558,67.3685,65.3345,58.5825,56.0406,60.0463,61.7505,64.2098,64.8936,2.7632,33.1581,2.3713,71.1393,2.8018,84.0549,3.148,94.4405,3.7195,111.5837,3.8153,114.46,2.865,85.9509,1.456,43.6802,1.7831,53.4935,2.1062,63.1866,3.4346,103.0378,2.7517,82.551,2.9055,87.1639,0.0129,0.155,0.0337,1.0104,0.0761,2.2817,0.0078,0.2327,0.0051,0.1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.1817,0.0263,0.7901,46.9213,50.3607,54.1378,53.3788,49.8378,54.8386,45.4774,40.9356,39.5348,38.7448,39.5741,45.7711,50.4642,69,112
31.25,-103.25,20.1344,8.8816,11.8297,16.2746,21.0469,25.7977,29.6559,29.9296,29.3834,25.5986,20.4382,13.6776,9.0994,40.2161,45.8306,39.3012,33.229,27.7008,31.302,36.4671,40.7746,42.6248,47.9305,44.8371,45.3131,47.2819,0.7955,9.5459,0.5919,17.7555,0.5411,16.2344,0.5433,16.3002,0.5488,16.4652,1.0426,31.2767,0.8756,26.268,1.0819,32.4574,0.9721,29.1634,1.2541,37.6244,0.9443,28.3279,0.5984,17.951,0.5518,16.5539,0.0197,0.2361,0.0748,2.244,0.0237,0.71,0.0056,0.1669,0.0039,0.1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0982,0.034,1.0195,0.0909,2.728,33.7062,37.8552,39.9623,36.8429,29.9138,30.3333,27.7678,36.4684,36.2555,32.7673,27.4252,31.8778,37.0045,73,87
31.25,-103.0,20.0716,9.0136,11.8433,16.2159,20.8735,25.6131,29.3502,29.7652,29.2818,25.5072,20.4119,13.7513,9.2328,41.0728,44.7273,39.413,34.4099,29.7199,33.9543,39.1777,41.8556,43.3881,48.8555,45.7415,45.3895,46.2413,0.8511,10.2138,0.6536,19.6095,0.6047,18.1408,0.6162,18.487,0.6203,18.609,1.2023,36.0699,0.9681,29.0432,1.0423,31.2691,0.9533,28.5988,1.2798,38.3949,1.0067,30.201,0.6569,19.7077,0.6094,18.2819,0.0206,0.2477,0.0753,2.2593,0.0275,0.8259,0.0052,0.1564,0.0047,0.1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0973,0.0357,1.071,0.096,2.8811,34.0413,38.1279,40.2347,37.4451,30.4617,31.1896,28.588,36.2359,36.227,32.9365,27.7087,32.0741,37.266,73,88
33.5,-95.25,18.0364,6.9776,9.2425,13.5126,17.8164,22.1985,26.3796,28.3617,28.2618,24.5792,18.5859,12.4846,8.0362,67.0125,68.2444,67.4366,65.1323,65.5126,70.9052,70.1469,65.7273,63.2083,64.5576,65.4923,67.8655,69.9214,3.3652,40.382,2.8799,86.3981,3.3954,101.861,4.017,120.5101,4.7891,143.6739,4.8829,146.4882,3.4773,104.3186,2.2459,67.3771,1.7733,53.1998,2.7033,81.1005,3.3943,101.8276,3.2158,96.4746,3.6077,108.2315,0.0261,0.3136,0.0994,2.9807,0.1304,3.911,0.031,0.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.2723,0.0438,1.3132,49.0978,53.9789,57.313,55.7708,51.4708,56.1564,47.8178,43.0756,40.4051,39.0141,41.0975,48.9974,54.0767,64,119
32.75,-97.0,19.2196,8.1311,10.4517,14.6412,18.9148,23.2905,27.4825,29.6982,29.6094,25.7046,19.8609,13.7041,9.1461,62.3113,63.7162,63.0445,61.5546,61.6992,66.8423,65.1273,58.1112,56.4222,60.7585,61.6899,63.9981,64.772,2.7118,32.5415,2.2673,68.0199,2.5581,76.7431,3.1858,95.5753,3.3994,101.9812,4.0764,122.2916,2.8384,85.1517,1.3865,41.5955,1.7527,52.5818,2.2264,66.7915,3.1593,94.78,2.9012,87.0361,2.7899,83.6973,0.018,0.2158,0.0496,1.4887,0.0979,2.9373,0.0173,0.5193,0.0014,0.0429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.2027,0.0427,1.2817,45.8774,49.7384,53.0065,52.4309,48.8043,53.304,44.7858,39.1882,38.0896,37.6336,39.0547,44.8985,49.5937,67,112
33.0,-96.75,18.855,7.7063,10.0327,14.2333,18.5408,22.9203,27.1609,29.3773,29.3036,25.4068,19.4807,13.3379,8.76,63.9687,65.3457,64.5472,62.9896,63.2334,68.5411,66.904,60.1945,58.2389,62.1763,63.321,65.5683,66.564,2.91,34.9202,2.3369,70.1084,2.6682,80.0467,3.3504,100.5116,3.7287,111.8603,4.598,137.9414,2.9856,89.5672,1.5725,47.1745,1.7363,52.0897,2.466,73.9803,3.2587,97.7602,3.1612,94.8362,3.0577,91.7311,0.0207,0.2484,0.0563,1.688,0.1069,3.2058,0.0286,0.8588,0.0002,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.2084,0.0495,1.4844,46.402,50.5279,53.5787,53.1201,49.286,54.0014,45.4333,39.5359,37.925,38.027,39.4928,45.4902,50.4059,66,113
31.5,-99.75,19.2189,8.4783,10.8749,15.1365,19.4722,23.6901,27.5804,29.1825,28.9448,25.0772,19.7294,13.4019,9.0587,54.7963,56.1026,53.32,51.5014,50.5089,57.3476,55.9764,50.864,50.967,56.7824,57.2419,59.0771,57.8664,1.7947,21.5367,1.1545,34.6355,1.4553,43.6592,1.9244,57.7326,2.0765,62.294,3.0631,91.8922,2.0507,61.5215,1.2059,36.1767,1.2693,38.0802,2.0164,60.4916,2.3523,70.569,1.5659,46.977,1.4023,42.0704,0.016,0.1923,0.0641,1.9217,0.0465,1.3952,0.001,0.0286,0.0137,0.4101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0095,0.023,0.689,0.0439,1.3156,41.6305,44.5596,47.5522,47.1674,41.2752,46.7711,39.0817,36.6829,38.6505,37.3627,34.8752,40.548,45.0396,72,101
28.5,-98.0,22.241,13.1952,15.4962,18.8821,22.4629,25.9656,28.7121,29.5401,29.9294,27.3432,23.3173,17.9766,14.0705,65.545,65.1187,65.1684,64.6664,64.2929,67.9857,67.5081,65.2244,62.8275,66.7458,65.0453,65.6126,66.3442,2.0782,24.9385,1.6671,50.0145,1.4502,43.5057,2.2593,67.7795,2.0665,61.9955,2.9499,88.4972,2.1622,64.8651,1.6846,50.539,1.8157,54.4701,3.0813,92.4377,2.0654,61.9621,1.9175,57.5237,1.8188,54.5645,0.0012,0.0141,0.0004,0.0129,0.0026,0.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.3338,51.0681,56.2415,57.7403,57.3743,55.4502,54.8456,46.5403,46.9021,45.7717,46.6783,39.6082,49.0289,56.6361,84,108
32.75,-101.5,17.6273,6.3311,8.7615,13.2939,17.9228,22.709,26.8393,28.383,27.6332,23.5025,17.9947,11.3927,6.7644,48.7397,50.158,47.0087,43.4336,40.7657,46.2018,50.1064,46.9933,49.7194,55.0585,52.1652,51.5415,51.7246,1.4128,16.9532,0.7826,23.4776,1.0525,31.5752,1.3719,41.1558,1.5175,45.5256,2.2212,66.6351,1.7544,52.6314,1.2168,36.5047,1.7637,52.9118,1.7594,52.7821,1.556,46.6805,1.0551,31.6525,0.9022,27.0653,0.0396,0.4757,0.1237,3.7112,0.1169,3.5081,0.0228,0.6852,0.0074,0.2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.1733,0.0798,2.3932,0.1193,3.5782,37.7264,39.3749,43.5202,41.9636,35.2994,39.6949,35.7481,36.7741,37.3629,35.3654,32.2901,35.2446,40.079,67,94
32.75,-101.75,17.3716,6.1908,8.592,13.0551,17.6818,22.475,26.5781,28.0083,27.2284,23.1807,17.723,11.1534,6.5929,48.2972,49.5174,46.3789,42.7993,39.7366,45.0717,49.5172,47.2019,50.1455,55.2465,51.9778,51.028,50.9454,1.345,16.1404,0.7661,22.9826,1.0147,30.4413,1.3935,41.8053,1.3855,41.5649,2.0508,61.5253,1.6572,49.7169,1.1341,34.0233,1.5784,47.3518,1.7219,51.6567,1.5606,46.8178,0.9983,29.9482,0.8793,26.3777,0.0421,0.5052,0.1312,3.9353,0.1167,3.5009,0.0296,0.8874,0.0093,0.2775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.2668,0.0814,2.4424,0.1282,3.8452,37.3612,39.1137,43.0865,41.4105,34.6898,38.889,35.2195,36.8657,37.3307,35.0406,31.9841,34.979,39.7248,67,93
31.5,-100.0,19.2825,8.5305,10.9426,15.2211,19.5907,23.8353,27.6669,29.2426,28.982,25.1175,19.7736,13.4038,9.0827,53.7593,55.0902,52.1882,50.2239,48.9391,55.7808,55.092,50.1035,50.3517,56.0462,56.3815,58.071,56.8436,1.7088,20.5051,1.0535,31.6038,1.3762,41.2865,1.8021,54.0628,1.9493,58.4784,3.0583,91.7492,1.9995,59.9842,1.125,33.7505,1.2435,37.3058,1.943,58.2905,2.1881,65.6443,1.4509,43.5257,1.3158,39.4726,0.0169,0.2026,0.0643,1.9288,0.047,1.4114,0.0014,0.0434,0.0132,0.3967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0272,0.0269,0.8082,0.0487,1.462,41.0572,44.0718,46.986,46.433,40.3075,45.705,38.4165,36.4562,38.5216,37.1994,34.3235,39.8595,44.4067,72,100
32.5,-97.0,19.1847,8.2236,10.5229,14.6419,18.856,23.2202,27.3651,29.5198,29.4829,25.6406,19.8258,13.7044,9.2137,62.3752,63.6864,63.2374,61.9961,62.1175,66.9846,65.1258,58.2008,56.2477,60.3779,61.6656,64.0787,64.7844,2.7644,33.1731,2.3155,69.4647,2.7088,81.2654,3.1888,95.6631,3.5848,107.543,3.9519,118.557,2.9968,89.9048,1.4081,42.244,1.8328,54.985,2.147,64.4093,3.3348,100.0433,2.8635,85.9041,2.8404,85.2108,0.0159,0.1904,0.0429,1.2856,0.0913,2.7404,0.0117,0.351,0.0019,0.0572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.2079,0.0357,1.071,46.4353,49.9802,53.663,52.8368,49.3333,53.9495,45.2404,40.2568,39.0377,38.2806,39.3319,45.316,49.9968,68,112
29.5,-96.0,21.2083,12.2029,14.3082,17.6776,21.1429,24.9829,27.839,28.7659,28.9864,26.4678,22.0983,16.8256,13.2017,69.8483,69.6196,70.4218,69.2153,68.6365,70.3014,71.3537,70.6176,68.2877,70.1623,68.5547,69.9904,71.018,3.0145,36.1742,3.0204,90.6124,2.6138,78.414,2.6858,80.575,3.0218,90.6553,3.1021,93.0634,3.488,104.6391,2.56,76.7994,2.7168,81.5029,3.45,103.5004,3.2069,96.2076,3.1805,95.4142,3.1281,93.8416,0.0013,0.015,0.0025,0.0758,0.0045,0.1335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.2418,52.7261,58.1462,61.1572,58.7355,55.6577,54.5672,49.0199,50.9026,49.3661,45.9068,40.3056,50.1564,58.7914,80,116
29.5,-98.0,21.0472,11.4462,13.6704,17.3058,21.0085,24.8182,28.0123,29.2319,29.6821,26.723,22.0238,16.3374,12.307,64.7441,64.6527,65.0369,64.8746,64.9183,68.528,66.8556,62.9051,59.6208,63.7159,64.0999,65.8471,65.874,2.3558,28.2695,2.04,61.2011,2.0805,62.4161,2.4533,73.5998,2.6166,78.4969,3.5834,107.502,2.4156,72.4678,1.5849,47.5483,1.7445,52.3338,2.5331,75.9945,2.6638,79.915,2.3816,71.4493,2.172,65.1608,0.001,0.0114,0.0012,0.0348,0.0093,0.2794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0009,0.0277,51.2762,55.8071,57.77,58.1125,55.4853,57.4129,47.8305,46.7624,44.014,44.9814,41.3467,50.0184,55.7725,80,108
29.25,-96.25,21.3655,12.4924,14.5663,17.8849,21.2901,25.0264,27.8435,28.7424,29.0241,26.5896,22.3353,17.1015,13.4897,70.2004,69.5088,70.5747,69.4631,69.2077,71.3824,72.2059,71.5066,68.8411,70.3667,68.5805,69.964,70.8035,2.889,34.6679,2.9516,88.5468,2.4339,73.0162,2.6159,78.4769,2.8004,84.012,3.0412,91.2361,3.253,97.5914,2.3715,71.1441,2.5979,77.9381,3.4563,103.6892,3.1462,94.3851,3.0526,91.5766,2.9475,88.4256,0.0014,0.0163,0.0014,0.0415,0.0033,0.0992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.3481,52.5049,58.2004,60.9715,58.6224,55.4967,53.7537,48.0898,50.152,49.322,46.3248,39.9363,50.3313,58.8575,81,115
33.25,-97.25,18.4867,7.1726,9.5345,13.8462,18.1946,22.6628,26.9964,29.2966,29.0976,24.9817,19.0568,12.852,8.1489,62.1954,63.2281,62.0801,60.6047,61.1136,66.9931,65.4781,58.4362,56.9586,61.6168,61.8428,63.5296,64.4635,2.701,32.4124,2.051,61.5301,2.4323,72.9704,3.1611,94.8343,3.2513,97.538,4.4111,132.3338,2.9437,88.3121,1.5696,47.0886,1.5929,47.7867,2.6728,80.183,3.0992,92.9766,2.6847,80.5397,2.5426,76.2777,0.0271,0.3251,0.0883,2.6479,0.1166,3.4971,0.0353,1.06,0.0001,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.3262,0.074,2.2187,45.2767,48.6108,51.8543,51.6736,48.0426,53.0093,44.4374,38.4664,37.741,37.9733,38.6095,44.1882,48.7144,65,111
29.0,-99.0,21.9833,12.2611,14.7705,18.408,22.2193,25.8645,29.0875,30.1202,30.5025,27.4732,22.9264,17.1745,12.9917,60.5593,61.3401,59.8483,59.9268,59.6302,64.1559,61.1907,57.8463,55.4781,60.8365,61.2027,62.4385,62.8172,1.9814,23.7765,1.3286,39.8569,1.5785,47.3537,2.1892,65.6757,2.1276,63.8266,3.0976,92.9279,1.8873,56.6196,1.7994,53.9818,1.3726,41.1777,2.7891,83.6716,2.1907,65.7206,1.8706,56.1171,1.5455,46.3657,0.0003,0.0031,0.0015,0.0463,0.0008,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0033,0.0006,0.0181,48.5401,53.8554,54.8126,54.9702,52.889,53.1252,43.1172,42.9691,40.9926,43.8588,39.7936,48.3505,53.7475,82,104
28.5,-99.75,23.301,13.427,16.1215,19.9534,23.9553,27.5141,30.6802,31.5126,31.7771,28.4592,24.1006,18.2185,13.8927,55.664,57.4833,55.0769,54.052,52.8452,57.4571,54.161,51.5006,50.1668,57.7039,57.8442,59.2812,60.3954,1.6359,19.6312,0.9362,28.0867,1.1904,35.7122,1.675,50.2491,1.7606,52.8173,2.4516,73.5493,1.4545,43.6363,1.7008,51.0254,1.3183,39.5489,2.575,77.2495,1.9569,58.7063,1.432,42.9602,1.1798,35.3947,0.0003,0.0038,0.0013,0.0401,0.0002,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0052,0.0021,0.0629,45.6234,51.6756,52.1197,51.2237,48.8287,48.0987,38.5898,40.7867,39.1715,42.1668,37.659,45.5628,51.5979,84,101
33.0,-97.0,18.9334,7.7404,10.0623,14.3081,18.6288,23.0425,27.2933,29.52,29.4043,25.4567,19.5499,13.4046,8.7902,63.6188,65.0044,64.0871,62.3503,62.7129,68.0134,66.4005,59.5817,57.9809,62.3939,63.3205,65.3445,66.236,2.7912,33.4939,2.2523,67.5688,2.5341,76.0241,3.2024,96.0712,3.4892,104.6762,4.4088,132.2632,2.8364,85.0906,1.5325,45.9747,1.678,50.3387,2.5079,75.2373,3.1748,95.2435,3.0211,90.6324,2.8566,85.6972,0.0209,0.2505,0.0587,1.761,0.1053,3.1576,0.0277,0.8311,0.0003,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.2203,0.0512,1.5364,45.7683,49.6844,52.8231,52.3033,48.5783,53.3354,44.7504,38.8271,37.639,37.7455,39.0026,44.9091,49.6217,66,112
33.25,-101.0,17.7019,6.1912,8.5049,13.2103,17.831,22.6572,27.0502,28.8149,28.1251,23.8388,18.0715,11.4458,6.6822,49.1891,50.2802,47.6909,44.0776,42.4797,48.3863,51.1151,47.2882,49.2246,54.4423,52.0043,51.5567,51.723,1.4512,17.4146,0.7688,23.0627,1.0652,31.9548,1.4208,42.6254,1.7313,51.939,2.4057,72.1703,1.9529,58.5861,1.2589,37.7655,1.5447,46.3409,1.747,52.4101,1.4973,44.92,1.1471,34.4124,0.875,26.2508,0.0425,0.51,0.1304,3.9105,0.1509,4.5261,0.0296,0.8874,0.0057,0.1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.247,0.0737,2.2111,0.1115,3.3464,38.0025,39.2541,43.3233,42.3038,36.6768,40.8441,37.1643,36.2667,37.1022,34.9687,32.6066,35.184,40.3358,65,96
29.5,-95.75,21.1519,12.271,14.3537,17.6672,21.0692,24.8995,27.7572,28.6338,28.7486,26.312,21.9915,16.8406,13.2791,70.9666,70.3376,71.2276,70.0589,69.7285,71.221,72.1939,71.8101,70.228,71.847,70.1093,70.9485,71.8888,3.1464,37.7568,3.1054,93.1635,2.7195,81.584,2.8248,84.7435,3.0937,92.8116,2.969,89.0713,3.6324,108.9706,2.851,85.5312,3.0207,90.62,3.7606,112.8178,3.26,97.8012,3.3094,99.2832,3.2102,96.3049,0.0014,0.0162,0.0028,0.0844,0.0038,0.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.289,52.9192,58.4659,61.565,58.8013,55.7295,54.3152,49.0363,51.1069,49.9934,46.2924,40.5353,50.2247,58.9647,80,117
31.75,-98.25,18.9787,8.3228,10.6342,14.7136,18.8896,23.0521,27.174,29.0202,28.8459,25.0033,19.5536,13.4502,9.0852,59.5712,60.3059,58.8713,57.9091,57.9569,64.3736,61.0734,55.0885,54.5099,59.818,60.6769,62.4578,61.8135,2.2821,27.3852,1.79,53.6995,2.0784,62.3512,2.578,77.3411,2.8754,86.2617,3.5522,106.5655,2.4485,73.4539,1.3728,41.1854,1.5409,46.2284,2.2975,68.924,2.8934,86.8015,2.0893,62.6793,1.8689,56.0656,0.014,0.1677,0.0386,1.1587,0.0694,2.0819,0.0022,0.0663,0.0109,0.3271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.32,0.0359,1.0767,45.0426,47.7913,51.1015,51.3252,46.7084,52.8324,43.1715,39.1687,39.3058,38.7839,37.889,44.1183,48.315,71,107
